,spot_1,spot_2,spot_3,spot_4,spot_5,spot_6,spot_7,spot_8,spot_9,spot_10,spot_11,spot_12,spot_13,spot_14,spot_15,spot_16,spot_17,spot_18,spot_19,spot_20,spot_21,spot_22,spot_23,spot_24,spot_25,spot_26,spot_27,spot_28,spot_29,spot_30
ADM,4.463589662,2.226832853,4.463589662,10.07633334,8.426851389,2.212449584,3.366616945,1.349851911,8.748791955,5.676133581,4.252955894,3.954232635,2.212449584,8.874486673,5.4840728,0,6.442203422,4.136379316,7.679019296,3.476978869,6.812551712,3.864164838,1.449957386,1.683015333,6.678581941,3.271623216,4.122989698,0,8.297481566,7.113624315
ADNP,0,0,2.56185776,0,0,0,0,0,0,2.702439444,0,0,2.702439444,0,2.56185776,2.56185776,0,2.702439444,0,0,0,0,0,2.702439444,0,0,2.56185776,2.702439444,0,2.56185776
ADPGK,0,0,2.56185776,6.729080718,2.057983752,5.257073415,1.640078425,5.599405575,7.165578227,1.640078425,6.008410685,5.651003332,1.453242721,1.726332711,7.333733873,6.120146652,3.198765822,7.528699985,1.678554968,3.477415459,6.39464828,6.549172379,2.851416728,7.013201322,2.4335114,5.99738007,6.140052366,0,4.740550444,4.808533457
ADPRM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADRM1,8.247145696,5.100282203,7.17173061,3.155403012,5.561788467,2.851416728,5.082439164,5.469063862,0,4.419803042,4.626112943,3.667925894,5.770536933,3.467393549,0.952409493,2.724349248,4.902595018,6.202881334,0,4.045326853,3.451127127,5.039673267,6.247265375,3.877064008,7.195794919,5.578522435,8.04945834,3.724869315,0,7.60054387
ADSL,1.946147735,2.183881936,0,0,0,0,4.130029672,1.946147735,3.422313295,0,3.918503644,0,2.37814939,0,0,1.972355909,0,0,1.449957386,0,1.972355909,4.201009291,1.449957386,3.918503644,3.396105122,1.946147735,1.946147735,0,1.449957386,0.778695996
AEBP2,0,0,0,0,0,0,0,0,0,0,2.424774467,0,0,0,0,0,2.424774467,2.424774467,0,0,0,3.203470463,0,0,2.424774467,0,0,0,0,0.778695996
AFF1,0,0,0,0,0,0,2.686972887,2.686972887,0,0,0,1.238926349,0,0,0,0,1.238926349,0,0,3.925899236,0,0,0,0,0,0,2.686972887,1.238926349,0,0
AFF4,4.360355188,0,2.414207452,1.678554968,2.057983752,3.010397719,4.360355188,6.102912369,1.972355909,1.894505106,4.870917611,2.098780882,0,1.894505106,1.678554968,1.972355909,1.678554968,2.057983752,1.678554968,0,4.386563361,7.223243109,2.057983752,3.918503644,1.946147735,4.57711667,4.004131487,0,2.630968935,2.673201103
AFG3L2,4.998814338,1.451467892,7.471226183,2.670848471,1.978389099,0,4.726807599,0,0,0.952409493,0,3.696828077,1.451467892,0,0.952409493,2.472411845,2.535559563,0,0,1.084091671,2.386077932,3.020425239,0,0,0.952409493,2.930798591,1.084091671,0,0,1.718438978
AFTPH,4.23597805,1.202427021,4.403328118,5.230109416,5.498770977,5.555287648,8.767871758,1.349851911,3.81538507,5.195946318,3.797356948,5.02081525,2.353440872,0,5.051526902,9.432739143,5.580294046,2.424774467,2.674560693,4.655381488,3.133343293,6.061577023,6.527747506,4.284357145,8.239159526,8.473242263,2.353440872,3.133343293,8.702524663,2.724349248
AGAP3,2.18684517,0,0,1.837056256,0,5.208630135,4.023901426,0,3.559538896,1.837056256,1.839310631,2.109581509,0,0,4.023901426,3.369319504,0,0,1.449957386,2.18684517,2.109581509,4.415498553,2.63243172,0,4.469487976,5.863212057,0,0,7.585694697,1.961170331
AGFG1,2.525115998,1.451467892,0,0,0,2.134888301,0,0,0,0,0.952413967,0,3.97658389,0,0,1.182474334,1.451467892,0,0,2.525115998,0,0.778695996,1.182474334,0,1.182474334,0.952413967,2.525115998,0,0.952413967,1.961170331
AGGF1,2.6896539,0,0,3.131797688,0,5.582212122,2.6896539,0,0,0,0,0,1.453242721,0,5.821451588,4.128969401,1.678554968,1.453242721,1.678554968,2.6896539,0,3.468349896,1.439315501,0,1.439315501,4.368208868,0,0,4.368208868,3.671254218
AGO1,1.718438978,0,4.830424634,2.943042285,0,0,0,3.111985656,1.449957386,1.894505106,0,1.718438978,0,1.894505106,1.224603307,0,1.224603307,0,5.786546349,0,0,4.587284111,1.449957386,3.111985656,1.449957386,1.224603307,0,0,2.674560693,5.031831831
AGO3,2.04913288,0,0,1.678554968,0,0,0,0,0,0,3.183498316,0,0,0,1.678554968,2.04913288,1.678554968,3.183498316,1.678554968,0,0,0.778695996,0,0,0,6.911186164,0,0,1.678554968,0.778695996
AGO4,0,0,0,0,1.838401715,0.793432976,0,0,3.288359102,2.384742559,1.838401715,0,0,2.384742559,0,0.793432976,1.838401715,0,1.449957386,0,0,1.449957386,2.243390362,0,2.243390362,0,1.838401715,0,1.449957386,3.178175534
AGPAT1,0,1.451467892,0,0,0,0.793432976,0,0,0,0,0,0,1.451467892,0,0,0.793432976,1.451467892,0,0,0,0,0,0.793432976,0,0.793432976,0,0,0,0,0.793432976
AGPAT2,0,1.451467892,0,1.224603307,0,0,0,1.349851911,0,0,2.424774467,1.349851911,1.451467892,0,1.224603307,0,5.100845666,2.424774467,1.224603307,0,0,2.424774467,0,0,2.424774467,1.224603307,0,0,1.224603307,0
AGPAT3,3.840424621,1.202427021,2.414207452,6.574219263,2.62864419,2.655669741,3.785790713,3.564679561,2.109581509,4.468515387,0,6.876688091,1.453242721,4.109332756,6.574219263,0,3.734912147,3.66807037,1.224603307,2.51030884,8.236524822,5.407731098,1.426217169,0,2.797800429,6.237231386,3.608881646,5.153434164,3.334184817,4.126443823
AGPAT5,1.946147735,3.635349828,2.56185776,0,1.753860087,1.182474334,6.59856599,3.761236847,0,1.894505106,1.946147735,4.28362543,6.371342907,4.123353369,6.761785557,3.744332095,2.535559563,2.44606771,0,3.552627989,1.084091671,0,1.182474334,4.174995998,3.12862207,1.946147735,5.592097167,0,4.697384581,5.638837201
AGPS,2.525115998,1.567981129,0,1.567981129,0,0.793432976,0,0,0,0,2.424774467,0,4.903265388,0,0,0.793432976,3.992755596,2.424774467,1.567981129,2.525115998,0,3.203470463,0.793432976,0,3.218207443,0,4.093097127,0,0,1.572128972
AGTPBP1,2.04913288,1.567981129,0,3.494356631,0,1.926375502,0,0,0,0,0,1.700988052,1.926375502,0,1.926375502,2.04913288,4.353060851,1.926375502,1.567981129,2.785079723,1.084091671,0,0,0,0,2.04913288,2.6520728,1.700988052,0,1.926375502
AGTRAP,1.301986261,2.437616039,6.165068676,1.224603307,6.437507871,0,1.301986261,3.78746795,5.223809165,1.894505106,2.329026162,6.682250953,0,1.894505106,1.224603307,2.425466376,5.979095845,2.437616039,2.907618641,1.683015333,6.62223564,1.301986261,4.863082415,4.108481709,2.425466376,1.224603307,2.329026162,2.425466376,4.11938631,4.319971482
AHCTF1,0,0,0,0.952409493,0,0,0.952409493,1.883208162,0,2.835617655,0,0,3.677161205,0,0.952409493,0,0,0,1.883208162,0,0,1.883208162,1.883208162,0,0.952409493,0.952409493,0,1.793953043,0,0
AHCY,0,0,0,0.952409493,0,0,0.952409493,0,2.109581509,0.952409493,3.183498316,2.109581509,0,0,0.952409493,0,0,3.183498316,0,0,2.109581509,0,0,0,0.952409493,4.135907809,0,0,2.109581509,0
AHCYL1,0,5.388359728,0,4.54881407,0,3.8203786,0.952409493,0,0,3.142895611,2.190486118,2.190486118,3.915543811,0,2.980832941,1.629892482,3.758467247,0,3.758467247,0,0,1.163867109,0,0,0.952409493,0.952409493,3.596404577,4.314074778,2.190486118,1.163867109
AHI1,0,2.183881936,3.063300456,0,2.246520397,1.439315501,2.183881936,2.39290579,0,5.095345234,0,0,9.720015021,0,5.309820853,4.502615958,0,2.702439444,2.39290579,0,0,2.39290579,3.832221292,2.702439444,1.439315501,0,3.063300456,2.702439444,0,4.502615958
AHNAK,8.949352277,11.97102131,7.557314672,6.698610531,4.131349709,13.42269794,6.226463875,0,9.846668669,10.10646659,8.745712018,10.1651429,5.020761663,1.894505106,9.072492088,8.16950555,9.614349804,6.169157989,5.335259737,5.353994853,9.931880634,8.004127229,3.550610373,2.291140802,10.99870273,9.581484827,3.11251512,4.922602552,12.15283265,6.587129455
AHR,7.507153567,5.318070137,1.301986261,2.596186567,3.409112841,3.401099696,2.673569521,1.726332711,2.204594674,8.584158503,0.952413967,3.381585465,1.753860087,3.620837817,8.012864037,6.998600282,3.217665043,1.726332711,3.429197981,1.993061736,4.950300751,6.011609642,2.998027649,0,4.36961091,7.817283169,1.993061736,1.655252754,8.044429331,3.466634078
AHRR,2.6896539,0,0,2.365427684,4.203829399,2.6896539,2.6896539,0,4.203829399,0,1.838401715,0,0,0,2.6896539,2.6896539,1.838401715,0,0,2.6896539,0,2.6896539,0,0,0,2.6896539,1.838401715,0,2.6896539,0
AHSA1,4.098004441,3.394119703,3.515540254,0,3.630872195,2.057983752,0,4.000635563,0,1.572888443,0,1.942651811,3.97658389,1.572888443,0,0,2.535559563,4.000635563,0,3.60920767,1.084091671,3.221850861,4.000635563,0,1.572888443,0,5.667191421,0,0,1.163867109
AIDA,0,0,0,1.957204605,0,0.952413967,0,1.349851911,0,0,3.632379174,1.349851911,0,0,0,0,0,2.679965207,0,1.957204605,0,0.778695996,0,1.957204605,0,3.632379174,0,0,0.952413967,0.778695996
AIF1,16.48382451,11.64094628,8.060579481,18.69268576,17.10691929,17.18424177,15.32254665,10.05674712,13.95886127,9.743657045,7.856230989,12.04833223,16.73184733,15.24191602,15.85414749,10.81819667,8.527953198,8.782394672,18.59436196,15.09897089,12.93935906,14.69465237,10.38562283,6.996747795,14.78637424,17.32673534,12.85959658,12.09636614,15.37009468,17.4925984
AIFM1,5.954417028,2.183881936,3.649355251,4.083866662,6.354327708,4.244828922,4.370727106,2.057983752,2.365427684,0,0,1.718438978,2.37814939,0,2.18684517,6.166894322,1.930916272,2.057983752,0,2.18684517,1.930916272,7.127135009,3.988900024,1.930916272,1.930916272,4.23597805,2.057983752,1.930916272,2.18684517,4.81322236
AIM2,1.572888443,0,3.503804715,0,3.503804715,1.839310631,0,0,0,3.926329315,1.839310631,0,2.353440872,1.572888443,0,1.930916272,1.930916272,0,0,0,1.930916272,0,4.284357145,4.284357145,3.503804715,1.839310631,2.353440872,1.930916272,1.839310631,1.930916272
AIMP1,7.842401192,4.546750464,6.782217569,2.405652213,3.551277542,3.244377674,4.509552098,4.546750464,3.24109234,6.210937996,0,3.443321474,3.978358719,8.340346592,2.405652213,1.791134954,1.084091671,2.918175096,1.449957386,3.60920767,4.641234277,3.994661035,5.99670785,0,3.975255322,2.930798591,3.60920767,0,1.449957386,5.917578777
AIP,3.192224821,3.813774418,6.800277258,0,3.109232502,4.860342937,8.213436387,1.726332711,6.372051983,4.144575826,5.654833836,5.821894618,3.983333354,3.517467665,2.56185776,12.36594806,4.932408421,4.909831027,1.683015333,6.615423754,11.08448766,5.963675883,5.218973542,6.507791726,2.86553267,6.336048196,6.435509487,3.412197566,2.109581509,5.792308215
AK2,9.106943373,3.576308578,4.546216645,5.728634184,5.868606403,4.842514911,2.18684517,1.815089112,1.838401715,6.404086245,4.259881428,4.735955111,1.453242721,7.806209865,6.013969448,4.560726728,1.838401715,3.874722433,2.556952485,2.18684517,1.202427021,3.905284148,2.556952485,0,2.827777667,2.18684517,1.838401715,3.759379506,6.98220644,3.171681699
AK4,0,3.492432352,2.525708293,3.208059553,0,1.791134954,3.431213378,0,5.766800633,3.431213378,0,0,1.924451223,1.791134954,1.640078425,1.791134954,3.492432352,0,3.017938515,2.525708293,1.791134954,2.228653383,1.449957386,0,5.615744104,1.640078425,1.567981129,0,1.449957386,2.56983095
AKAP10,0,4.40095981,3.063300456,4.733965285,2.329026162,2.190486118,0.952409493,1.815089112,2.329026162,3.142895611,4.51951228,4.00557523,2.210473692,2.556952485,5.240313256,3.063300456,9.474800134,0,5.972041911,1.520210854,1.520210854,0,2.556952485,0,0.952409493,2.1770128,6.912537473,2.556952485,3.415089426,3.063300456
AKAP11,3.248133997,3.081360373,3.912280678,0,0,1.629892482,3.248133997,6.439650314,0,4.236649034,1.946147735,0,7.318009408,1.732019974,0,1.629892482,1.451467892,0,4.493502579,0,1.301986261,3.185194423,4.236649034,8.641902998,1.946147735,1.946147735,4.299588608,0,1.732019974,0
AKAP13,8.673100288,8.916147274,10.62604929,11.59307825,7.91944102,11.16953538,11.82481635,3.767512266,8.418824401,7.439449995,7.676844132,6.688378265,13.38274479,1.894505106,10.48181635,13.75972919,9.539658394,11.14884068,1.958783068,8.644790088,12.34796969,10.49691464,6.110048896,12.63860437,6.285194945,10.13207327,2.27772389,10.5405573,7.065777677,9.063782153
AKAP17A,0,0,0,2.365427684,4.203829399,0,0,0,4.203829399,0,1.838401715,0,0,0,0,0,1.838401715,0,0,0,0,0,0,0,0,0,1.838401715,0,0,0
AKAP8,0,0,0,1.224603307,0,0,0,0,0,0,1.923929732,0,0,1.923929732,1.224603307,0,2.308694978,1.923929732,1.224603307,1.084091671,1.084091671,0,0,0,0,1.224603307,1.084091671,0,3.148533039,0
AKAP8L,0,3.145078832,1.942651811,2.524789975,2.956287107,1.995859996,0,1.942651811,0,1.202427021,0,3.145078832,1.753860087,0,4.278650061,0.793432976,0,1.942651811,0,0,1.202427021,0,2.736084787,0,0.793432976,0,2.524789975,3.727216995,0,0.793432976
AKAP9,5.568169058,8.005879218,3.998354819,5.881452547,6.056338571,6.623127355,7.789650299,7.986120531,5.350673849,6.618814819,3.870077468,5.909350443,7.035366201,5.287953129,3.330366328,9.039742858,9.720415385,3.981913484,7.843034835,2.785079723,7.41027451,5.3911493,7.816615676,4.371614111,8.766043201,7.325646943,7.639309377,4.126454428,7.442251695,4.21660133
AKIP1,2.04913288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04913288,0,0,0,0,0,0,0,0,0,2.04913288,0,0,0,0
AKIRIN1,4.574248878,3.738120808,4.897878221,0,4.08071913,2.837727088,4.443968744,2.082868054,0,4.008693626,0,3.626809653,4.878556871,2.082868054,0,8.129485435,2.425466376,0,0,4.496672897,4.08071913,1.418887747,8.044249636,4.778907248,3.60794071,2.04913288,4.878556871,4.08071913,1.971556899,5.026828457
AKIRIN2,4.593047289,6.303868184,1.718438978,5.169875138,1.202427021,2.575009502,1.971556899,1.349851911,0,6.779474775,1.372582481,6.242274809,2.702439444,2.226832853,4.099211618,2.874608311,1.224603307,2.702439444,3.45143616,1.971556899,1.202427021,2.882306087,0,2.702439444,2.226832853,2.597185789,0,3.904866464,7.443350998,5.10913894
AKNA,0,3.504376978,0,6.258345335,0,1.182474334,2.923966391,1.349851911,0,0.952409493,1.923929732,3.32140881,1.451467892,1.923929732,4.205436248,1.182474334,6.249191139,1.923929732,3.277512393,3.491767753,1.520210854,0,1.182474334,0,2.134883827,2.1770128,5.601543389,2.028423449,5.120089938,1.182474334
AKR1A1,5.508625606,3.126878244,0,1.678554968,6.024338344,1.995859996,0,0,3.288359102,1.202427021,1.838401715,1.202427021,6.735218551,0,1.678554968,0.793432976,8.424917514,0,3.128512354,5.508625606,4.185936628,3.058898953,5.22689997,0,5.22689997,4.662064576,4.363517714,6.471587958,3.128512354,2.402374542
AKR1B1,2.491352759,0,2.491352759,2.491352759,0,2.327245593,0,0,0,0,2.327245593,2.491352759,0,0,0,0,0,0,0,0,0,3.270048755,0,0,0,2.327245593,0,0,2.327245593,3.270048755
AKR7A2,1.426217169,0,0,0.952409493,1.426217169,0,0.952409493,0,0,0.952409493,0,0,0,0,0.952409493,0,1.426217169,0,0,1.426217169,1.426217169,0,1.426217169,0,2.378626661,2.378626661,0,1.426217169,0,0
AKT1,0,0,0,0,0,0.952413967,0,1.349851911,0,2.854820986,0.952413967,1.349851911,2.854820986,0,0,0,0,0,0,0,0,0,2.854820986,2.854820986,0,0.952413967,2.854820986,0,0.952413967,0
AKT1S1,0,2.138020876,0,1.926375502,2.138020876,6.230411835,0,0,0,2.138020876,1.372582481,2.138020876,1.926375502,0,1.926375502,0.793432976,1.084091671,1.926375502,0,1.084091671,3.222112547,0.778695996,0.793432976,0,0.793432976,1.372582481,1.084091671,2.138020876,1.372582481,3.498504474
AKT2,4.29112365,0,1.766007652,0,0,0,1.766007652,0,0,0,2.92315132,0,2.525115998,0,0,0,2.92315132,2.92315132,0,2.525115998,1.766007652,5.467854969,0,0,2.92315132,0,2.525115998,0,0,0.778695996
AKT3,1.766007652,3.392913139,4.327865412,0,1.202427021,5.516263324,1.766007652,0,0,3.392913139,4.313836304,3.392913139,0,0,2.56185776,2.56185776,2.190486118,0,2.190486118,0,2.968434673,1.766007652,0,0,0,2.123350185,2.56185776,1.202427021,4.313836304,2.56185776
ALAS1,0,0,0,0,0,1.182474334,0,0,0,1.894505106,0,0,0,1.894505106,0,1.182474334,0,0,0,0,0,0,1.182474334,0,1.182474334,0,0,0,0,3.07697944
ALCAM,1.301986261,1.935500116,1.301986261,5.383495468,3.993483868,6.629200923,2.673569521,3.784316463,1.449957386,3.307083376,0,3.661832827,1.453242721,1.726332711,5.383495468,1.182474334,4.078880342,5.237559183,4.008626874,1.520210854,4.757697231,7.955147857,4.690415472,0,4.004014981,5.656585459,3.578194606,1.935500116,4.008626874,4.054604802
ALDH2,4.23597805,3.255336107,0,2.052909086,1.202427021,4.182705166,2.18684517,5.94686139,2.337320517,3.085635183,0,2.928759732,1.883208162,5.795673202,4.524165687,5.029411025,4.534203771,1.726332711,3.936117248,4.668139855,3.683721705,5.796386043,2.676641138,1.732019974,0.793432976,5.962310761,4.534203771,3.539747538,3.918865144,0.793432976
ALDH3A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.778695996,0,0,0,0,0,0,0,0.778695996
ALDH3B1,0,2.210473692,0,0,0,0,0,0,0,0,0,0,2.210473692,0,0,0,2.210473692,0,0,0,0,0,0,0,0,0,0,0,0,0
ALDH9A1,3.551277542,1.451467892,5.482193814,2.405652213,5.482193814,3.448246788,0.952409493,0,0,2.525297936,1.995004067,1.978389099,2.904710612,1.572888443,2.405652213,1.930916272,3.382384164,1.453242721,0,0,1.930916272,0,1.930916272,1.930916272,4.456214208,4.925802659,0,1.930916272,1.995004067,3.384158993
ALDOA,23.23868596,20.54629423,25.01724693,25.41322401,25.37332045,22.59537882,28.0326667,18.47087446,22.87274001,22.18631661,20.62327098,20.29099072,22.54270889,22.65274309,23.24397503,25.08560555,25.08343664,17.82821878,23.7771087,25.01927169,21.77780904,18.60780512,21.40391606,24.98351144,26.40212831,22.14186629,25.01796613,28.40392921,23.59080946,28.39199888
ALDOC,3.47596982,3.813774418,4.183182859,1.678554968,7.216968906,5.479011187,6.162095686,6.855356965,1.791134954,3.364023397,1.923929732,0,1.629892482,5.287953129,1.678554968,3.421027435,3.581636345,3.981913484,5.971864718,5.773175507,3.694216331,2.836679748,3.961065129,4.29330975,3.47596982,3.581636345,4.245062548,1.903081377,3.6024847,2.56983095
ALG11,0,3.01944902,0,1.567981129,0,0,0,0,0,0,0,0,1.451467892,0,0,0,3.01944902,0,1.567981129,0,0,0,0,0,0,0,1.567981129,0,0,0
ALG12,0,0,0,0,0,0.952413967,0,0,2.291140802,0,3.243554769,0,0,0,0,0,0,2.291140802,0,0,0,0,0,2.291140802,0,0.952413967,0,0,0.952413967,0
ALG13,1.978389099,2.183881936,1.978389099,2.028423449,1.978389099,0,2.183881936,0,4.211311113,0,2.291140802,1.978389099,2.37814939,0,2.028423449,0,0,2.291140802,1.920170311,0,0,2.698866308,1.920170311,2.291140802,1.920170311,1.978389099,2.028423449,2.028423449,1.920170311,0.778695996
ALG2,1.301986261,0,3.827694554,2.1770128,0,2.743548921,4.045530708,1.726332711,5.766800633,2.743544446,0.952413967,1.726332711,0,3.517467665,2.1770128,1.791134954,3.373891892,1.726332711,2.674560693,4.674996878,5.2424098,4.478276358,1.449957386,0,4.928075172,4.855759478,2.149288585,0,3.62697466,1.791134954
ALG5,1.572888443,0,1.572888443,0.952409493,3.901914605,0,0.952409493,1.349851911,2.329026162,2.525297936,2.329026162,1.349851911,0,1.572888443,0.952409493,0,2.329026162,0,0,0,0,1.163867109,0,0,2.525297936,0.952409493,2.329026162,0,0,1.163867109
ALKBH5,2.446035243,3.813774418,1.930916272,5.121744594,3.684776359,4.724935757,6.269995604,2.446035243,0,1.640078425,4.087835798,0,4.836995289,0,9.321672391,3.560808754,1.930916272,3.899310431,0,0,1.930916272,0.778695996,1.930916272,4.376951515,6.01702994,5.727914222,4.474458691,3.959339721,1.641800555,4.162854989
ALKBH7,5.253319429,5.724822064,1.301986261,0.952409493,1.426217169,3.981621072,6.017087606,4.921526999,4.629793899,4.934030565,2.190486118,4.162043017,3.97658389,6.712661953,3.791068438,1.791134954,5.068171179,0,2.190486118,5.922890066,4.519338384,2.080682258,3.509085223,0,2.378626661,2.378626661,2.525115998,4.264876114,4.162043017,2.56983095
ALOX5,0,2.116051051,2.525708293,4.084207181,4.517908545,5.408604402,4.228542985,0,7.640243501,0.952409493,6.953845839,0,3.569293771,0,4.084207181,2.116051051,3.516956683,1.453242721,7.63419529,5.205215122,3.276133492,0.778695996,0,2.679506829,3.478117786,4.470275091,1.838401715,3.276133492,3.517865599,5.508072209
ALOX5AP,0,4.13577714,0,4.609861572,2.47052439,2.584567929,3.762691852,3.809200765,1.791134954,4.996786133,0,3.69788961,3.20565118,8.157288204,0,2.584567929,2.052909086,4.931983891,7.080385961,4.442081288,1.791134954,2.505028707,5.433253515,5.676175569,0.793432976,1.726332711,2.052909086,5.762603665,1.971556899,3.363263926
ALYREF,0,1.464932375,1.464932375,0,0,0,0,1.464932375,3.559538896,0,0,3.574513885,0,0,0,0,1.084091671,1.464932375,1.449957386,1.084091671,3.193673181,2.228653383,2.914889761,0,1.449957386,0,1.084091671,0,3.559538896,0.778695996
AMD1,5.09154075,6.392550792,1.718438978,4.511023414,1.753860087,0.952413967,0,0,0,5.267606878,6.091858546,1.718438978,3.205327978,4.609175219,8.797632876,3.373101772,7.752918465,7.58551229,2.792584436,1.084091671,1.084091671,5.752155012,0,0,2.424774467,2.177017274,2.6520728,0,8.264789159,5.221885651
AMFR,0,0,0,0,0,0.793432976,0,2.337320517,4.446902027,0,0,2.109581509,0,2.337320517,2.337320517,0.793432976,1.520210854,0,0,1.520210854,3.629792364,1.418887747,0.793432976,0,0.793432976,0,1.520210854,2.337320517,2.109581509,2.212320723
AMPD2,2.476096955,0,2.476096955,0,2.476096955,1.439315501,0,0,0,0,0,2.476096955,0,0,0,1.439315501,0,0,0,0,0,0,1.439315501,0,1.439315501,2.476096955,0,0,0,1.439315501
